Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
2938,12/06/20,8:00 AM,Madhya Pradesh,0,0,7042,431,10241
2939,12/06/20,8:00 AM,Maharashtra,0,0,46078,3590,97648
2940,12/06/20,8:00 AM,Manipur,0,0,73,0,366
2941,12/06/20,8:00 AM,Meghalaya,0,0,18,1,44
2942,12/06/20,8:00 AM,Mizoram,0,0,1,0,102
2943,12/06/20,8:00 AM,Nagaland,0,0,22,0,128
2944,12/06/20,8:00 AM,Odisha,0,0,2354,9,3386
2945,12/06/20,8:00 AM,Puducherry,0,0,67,2,157
2946,12/06/20,8:00 AM,Punjab,0,0,2259,59,2887
2947,12/06/20,8:00 AM,Rajasthan,0,0,8775,265,11838
2948,12/06/20,8:00 AM,Sikkim,0,0,2,0,14
2949,12/06/20,8:00 AM,Tamil Nadu,0,0,20705,349,38716
2950,12/06/20,8:00 AM,Telangana,0,0,1993,165,4320
2951,12/06/20,8:00 AM,Tripura,0,0,278,1,913
2952,12/06/20,8:00 AM,Uttarakhand,0,0,842,15,1643
2953,12/06/20,8:00 AM,Uttar Pradesh,0,0,7292,345,12088
2954,12/06/20,8:00 AM,West Bengal,0,0,3988,442,9768
2955,12/06/20,8:00 AM,Cases being reassigned to states,0,0,0,0,8315
2956,13/06/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,38
2957,13/06/20,8:00 AM,Andhra Pradesh,0,0,3105,80,5680
2958,13/06/20,8:00 AM,Arunachal Pradesh,0,0,4,0,67
2959,13/06/20,8:00 AM,Assam,0,0,1537,8,3498
2960,13/06/20,8:00 AM,Bihar,0,0,3587,36,6103
2961,13/06/20,8:00 AM,Chandigarh,0,0,286,5,334
2962,13/06/20,8:00 AM,Chhattisgarh,0,0,550,6,1429
2963,13/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,0,0,2,0,30
2964,13/06/20,8:00 AM,Delhi,0,0,13398,1214,36824
2965,13/06/20,8:00 AM,Goa,0,0,69,0,463
2966,13/06/20,8:00 AM,Gujarat,0,0,15493,1415,22527
2967,13/06/20,8:00 AM,Haryana,0,0,2475,70,6334
2968,13/06/20,8:00 AM,Himachal Pradesh,0,0,297,6,486
2969,13/06/20,8:00 AM,Jammu and Kashmir,0,0,2086,53,4730
2970,13/06/20,8:00 AM,Jharkhand,0,0,672,8,1617
2971,13/06/20,8:00 AM,Karnataka,0,0,3440,79,6516
2972,13/06/20,8:00 AM,Kerala,0,0,1000,19,2322
2973,13/06/20,8:00 AM,Ladakh,0,0,62,1,239
2974,13/06/20,8:00 AM,Madhya Pradesh,0,0,7201,440,10443
2975,13/06/20,8:00 AM,Maharashtra,0,0,47796,3717,101141
2976,13/06/20,8:00 AM,Manipur,0,0,77,0,385
2977,13/06/20,8:00 AM,Meghalaya,0,0,22,1,44
2978,13/06/20,8:00 AM,Mizoram,0,0,1,0,104
2979,13/06/20,8:00 AM,Nagaland,0,0,49,0,156
2980,13/06/20,8:00 AM,Odisha,0,0,2474,10,3498
2981,13/06/20,8:00 AM,Puducherry,0,0,67,2,157
2982,13/06/20,8:00 AM,Punjab,0,0,2282,63,2986
2983,13/06/20,8:00 AM,Rajasthan,0,0,8898,272,12068
2984,13/06/20,8:00 AM,Sikkim,0,0,2,0,63
2985,13/06/20,8:00 AM,Tamil Nadu,0,0,22047,367,40698
2986,13/06/20,8:00 AM,Telangana,0,0,2278,174,4484
2987,13/06/20,8:00 AM,Tripura,0,0,278,1,961
2988,13/06/20,8:00 AM,Uttarakhand,0,0,947,21,1724
2989,13/06/20,8:00 AM,Uttar Pradesh,0,0,7609,365,12616
2990,13/06/20,8:00 AM,West Bengal,0,0,4206,451,10244
2991,13/06/20,8:00 AM,Cases being reassigned to states,0,0,0,0,7984
2992,14/06/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,38
2993,14/06/20,8:00 AM,Andhra Pradesh,0,0,3195,82,5965
2994,14/06/20,8:00 AM,Arunachal Pradesh,0,0,4,0,87
2995,14/06/20,8:00 AM,Assam,0,0,1584,8,3718
2996,14/06/20,8:00 AM,Bihar,0,0,3956,39,6290
2997,14/06/20,8:00 AM,Chandigarh,0,0,286,5,345
2998,14/06/20,8:00 AM,Chhattisgarh,0,0,631,6,1512
2999,14/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,0,0,2,0,35
3000,14/06/20,8:00 AM,Delhi,0,0,14945,1271,38958
3001,14/06/20,8:00 AM,Goa,0,0,70,0,523
3002,14/06/20,8:00 AM,Gujarat,0,0,15883,1448,23038
3003,14/06/20,8:00 AM,Haryana,0,0,2803,78,6749
3004,14/06/20,8:00 AM,Himachal Pradesh,0,0,313,6,502
3005,14/06/20,8:00 AM,Jammu and Kashmir,0,0,2269,55,4878
3006,14/06/20,8:00 AM,Jharkhand,0,0,816,8,1711
3007,14/06/20,8:00 AM,Karnataka,0,0,3648,81,6824
3008,14/06/20,8:00 AM,Kerala,0,0,1046,19,2407
3009,14/06/20,8:00 AM,Ladakh,0,0,68,1,437
3010,14/06/20,8:00 AM,Madhya Pradesh,0,0,7377,447,10641
3011,14/06/20,8:00 AM,Maharashtra,0,0,49346,3830,104568
3012,14/06/20,8:00 AM,Manipur,0,0,91,0,449
3013,14/06/20,8:00 AM,Meghalaya,0,0,22,1,44
3014,14/06/20,8:00 AM,Mizoram,0,0,1,0,107
3015,14/06/20,8:00 AM,Nagaland,0,0,76,0,163
3016,14/06/20,8:00 AM,Odisha,0,0,2594,10,3723
3017,14/06/20,8:00 AM,Puducherry,0,0,82,2,176
3018,14/06/20,8:00 AM,Punjab,0,0,2327,65,3063
3019,14/06/20,8:00 AM,Rajasthan,0,0,9337,282,12401
3020,14/06/20,8:00 AM,Sikkim,0,0,4,0,63
3021,14/06/20,8:00 AM,Tamil Nadu,0,0,23409,397,42687
3022,14/06/20,8:00 AM,Telangana,0,0,2352,182,4737
3023,14/06/20,8:00 AM,Tripura,0,0,315,1,1046
3024,14/06/20,8:00 AM,Uttarakhand,0,0,1077,23,1785
3025,14/06/20,8:00 AM,Uttar Pradesh,0,0,7875,385,13118
3026,14/06/20,8:00 AM,West Bengal,0,0,4542,463,10698
3027,14/06/20,8:00 AM,Cases being reassigned to states,0,0,0,0,7436
3028,15/06/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,38
3029,15/06/20,8:00 AM,Andhra Pradesh,0,0,3314,84,6163
3030,15/06/20,8:00 AM,Arunachal Pradesh,0,0,7,0,91
3031,15/06/20,8:00 AM,Assam,0,0,1960,8,4049
3032,15/06/20,8:00 AM,Bihar,0,0,4170,39,6470
3033,15/06/20,8:00 AM,Chandigarh,0,0,293,5,352
3034,15/06/20,8:00 AM,Chhattisgarh,0,0,763,8,1662
3035,15/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,0,0,2,0,36
3036,15/06/20,8:00 AM,Delhi,0,0,15823,1327,41182
3037,15/06/20,8:00 AM,Goa,0,0,74,0,564
3038,15/06/20,8:00 AM,Gujarat,0,0,16325,1477,23544
3039,15/06/20,8:00 AM,Haryana,0,0,3003,88,7208
3040,15/06/20,8:00 AM,Himachal Pradesh,0,0,337,7,518
3041,15/06/20,8:00 AM,Jammu and Kashmir,0,0,2389,59,5041
3042,15/06/20,8:00 AM,Jharkhand,0,0,905,8,1745
3043,15/06/20,8:00 AM,Karnataka,0,0,3955,86,7000
3044,15/06/20,8:00 AM,Kerala,0,0,1102,19,2461
3045,15/06/20,8:00 AM,Ladakh,0,0,80,1,549
3046,15/06/20,8:00 AM,Madhya Pradesh,0,0,7677,459,10802
3047,15/06/20,8:00 AM,Maharashtra,0,0,50978,3950,107958
3048,15/06/20,8:00 AM,Manipur,0,0,91,0,458
3049,15/06/20,8:00 AM,Meghalaya,0,0,25,1,44
3050,15/06/20,8:00 AM,Mizoram,0,0,1,0,112
3051,15/06/20,8:00 AM,Nagaland,0,0,88,0,168
3052,15/06/20,8:00 AM,Odisha,0,0,2708,11,3909
3053,15/06/20,8:00 AM,Puducherry,0,0,91,5,194
3054,15/06/20,8:00 AM,Punjab,0,0,2356,67,3140
3055,15/06/20,8:00 AM,Rajasthan,0,0,9566,292,12694
3056,15/06/20,8:00 AM,Sikkim,0,0,4,0,68
3057,15/06/20,8:00 AM,Tamil Nadu,0,0,24547,435,44661
3058,15/06/20,8:00 AM,Telangana,0,0,2377,185,4974
3059,15/06/20,8:00 AM,Tripura,0,0,315,1,1076
3060,15/06/20,8:00 AM,Uttarakhand,0,0,1111,24,1819
3061,15/06/20,8:00 AM,Uttar Pradesh,0,0,8268,399,13615
3062,15/06/20,8:00 AM,West Bengal,0,0,5060,475,11087
3063,15/06/20,8:00 AM,Cases being reassigned to states,0,0,0,0,6972
3064,16/06/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,41
3065,16/06/20,8:00 AM,Andhra Pradesh,0,0,3316,88,6456
3066,16/06/20,8:00 AM,Arunachal Pradesh,0,0,7,0,91
3067,16/06/20,8:00 AM,Assam,0,0,2166,8,4158
3068,16/06/20,8:00 AM,Bihar,0,0,4409,40,6650
3069,16/06/20,8:00 AM,Chandigarh,0,0,296,6,354
3070,16/06/20,8:00 AM,Chhattisgarh,0,0,890,8,1756
3071,16/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,0,0,5,0,36
3072,16/06/20,8:00 AM,Delhi,0,0,16427,1400,42829
3073,16/06/20,8:00 AM,Goa,0,0,85,0,592
3074,16/06/20,8:00 AM,Gujarat,0,0,16664,1505,24055
3075,16/06/20,8:00 AM,Haryana,0,0,3565,100,7722
3076,16/06/20,8:00 AM,Himachal Pradesh,0,0,353,8,556
3077,16/06/20,8:00 AM,Jammu and Kashmir,0,0,2604,62,5220
3078,16/06/20,8:00 AM,Jharkhand,0,0,905,8,1763
3079,16/06/20,8:00 AM,Karnataka,0,0,4135,89,7213
3080,16/06/20,8:00 AM,Kerala,0,0,1175,20,2543
3081,16/06/20,8:00 AM,Ladakh,0,0,82,1,555
3082,16/06/20,8:00 AM,Madhya Pradesh,0,0,7903,465,10935
3083,16/06/20,8:00 AM,Maharashtra,0,0,56049,4128,110744
3084,16/06/20,8:00 AM,Manipur,0,0,151,0,490
3085,16/06/20,8:00 AM,Meghalaya,0,0,25,1,44
3086,16/06/20,8:00 AM,Mizoram,0,0,1,0,117
3087,16/06/20,8:00 AM,Nagaland,0,0,92,0,177
3088,16/06/20,8:00 AM,Odisha,0,0,2854,11,4055
3089,16/06/20,8:00 AM,Puducherry,0,0,95,5,202
3090,16/06/20,8:00 AM,Punjab,0,0,2443,71,3267
3091,16/06/20,8:00 AM,Rajasthan,0,0,9785,301,12981
3092,16/06/20,8:00 AM,Sikkim,0,0,4,0,68
3093,16/06/20,8:00 AM,Tamil Nadu,0,0,25344,479,46504
3094,16/06/20,8:00 AM,Telangana,0,0,2766,187,5193
3095,16/06/20,8:00 AM,Tripura,0,0,433,1,1086
3096,16/06/20,8:00 AM,Uttarakhand,0,0,1189,24,1845
3097,16/06/20,8:00 AM,Uttar Pradesh,0,0,8268,399,13615
3098,16/06/20,8:00 AM,West Bengal,0,0,5494,485,11494
3099,16/06/20,8:00 AM,Cases being reassigned to states,0,0,0,0,7684
3100,17/06/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,44
3101,17/06/20,8:00 AM,Andhra Pradesh,0,0,3509,88,6841
3102,17/06/20,8:00 AM,Arunachal Pradesh,0,0,7,0,95
3103,17/06/20,8:00 AM,Assam,0,0,2166,8,4319
3104,17/06/20,8:00 AM,Bihar,0,0,4644,41,6778
3105,17/06/20,8:00 AM,Chandigarh,0,0,302,6,358
3106,17/06/20,8:00 AM,Chhattisgarh,0,0,1036,9,1781
3107,17/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,0,0,9,0,45
3108,17/06/20,8:00 AM,Delhi,0,0,16500,1837,44688
3109,17/06/20,8:00 AM,Goa,0,0,85,0,629
3110,17/06/20,8:00 AM,Gujarat,0,0,17082,1533,24577
3111,17/06/20,8:00 AM,Haryana,0,0,3748,118,8272
3112,17/06/20,8:00 AM,Himachal Pradesh,0,0,372,8,560
3113,17/06/20,8:00 AM,Jammu and Kashmir,0,0,2781,63,5298
3114,17/06/20,8:00 AM,Jharkhand,0,0,1121,9,1839
3115,17/06/20,8:00 AM,Karnataka,0,0,4456,94,7530
3116,17/06/20,8:00 AM,Kerala,0,0,1236,20,2622
3117,17/06/20,8:00 AM,Ladakh,0,0,85,1,649
3118,17/06/20,8:00 AM,Madhya Pradesh,0,0,8152,476,11083
3119,17/06/20,8:00 AM,Maharashtra,0,0,57851,5537,113445
3120,17/06/20,8:00 AM,Manipur,0,0,159,0,500
3121,17/06/20,8:00 AM,Meghalaya,0,0,25,1,44
3122,17/06/20,8:00 AM,Mizoram,0,0,1,0,121
3123,17/06/20,8:00 AM,Nagaland,0,0,92,0,179
3124,17/06/20,8:00 AM,Odisha,0,0,2974,11,4163
3125,17/06/20,8:00 AM,Puducherry,0,0,99,6,216
3126,17/06/20,8:00 AM,Punjab,0,0,2461,72,3371
3127,17/06/20,8:00 AM,Rajasthan,0,0,9849,308,13216
3128,17/06/20,8:00 AM,Sikkim,0,0,4,0,70
3129,17/06/20,8:00 AM,Tamil Nadu,0,0,26782,528,48019
3130,17/06/20,8:00 AM,Telangana,0,0,3027,191,5406
3131,17/06/20,8:00 AM,Tripura,0,0,433,1,1092
3132,17/06/20,8:00 AM,Uttarakhand,0,0,1216,25,1942
3133,17/06/20,8:00 AM,Uttar Pradesh,0,0,8610,417,14091
3134,17/06/20,8:00 AM,West Bengal,0,0,6028,495,11909
3135,17/06/20,8:00 AM,Cases being reassigned to states,0,0,0,0,8273
3136,18/06/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,44
3137,18/06/20,8:00 AM,Andhra Pradesh,0,0,3641,90,7071
3138,18/06/20,8:00 AM,Arunachal Pradesh,0,0,7,0,99
3139,18/06/20,8:00 AM,Assam,0,0,2642,8,4605
3140,18/06/20,8:00 AM,Bihar,0,0,4926,44,6942
3141,18/06/20,8:00 AM,Chandigarh,0,0,303,6,368
3142,18/06/20,8:00 AM,Chhattisgarh,0,0,1180,10,1864
3143,18/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,0,0,12,0,57
3144,18/06/20,8:00 AM,Delhi,0,0,17457,1904,47102
3145,18/06/20,8:00 AM,Goa,0,0,96,0,656
3146,18/06/20,8:00 AM,Gujarat,0,0,17430,1560,25093
3147,18/06/20,8:00 AM,Haryana,0,0,3952,130,8832
3148,18/06/20,8:00 AM,Himachal Pradesh,0,0,372,8,569
3149,18/06/20,8:00 AM,Jammu and Kashmir,0,0,2914,65,5406
3150,18/06/20,8:00 AM,Jharkhand,0,0,1151,10,1895
3151,18/06/20,8:00 AM,Karnataka,0,0,4804,102,7734
3152,18/06/20,8:00 AM,Kerala,0,0,1326,20,2697
3153,18/06/20,8:00 AM,Ladakh,0,0,92,1,687
3154,18/06/20,8:00 AM,Madhya Pradesh,0,0,8388,482,11244
3155,18/06/20,8:00 AM,Maharashtra,0,0,59166,5651,116752
3156,18/06/20,8:00 AM,Manipur,0,0,192,0,552
3157,18/06/20,8:00 AM,Meghalaya,0,0,30,1,44
3158,18/06/20,8:00 AM,Mizoram,0,0,1,0,121
3159,18/06/20,8:00 AM,Nagaland,0,0,103,0,193
3160,18/06/20,8:00 AM,Odisha,0,0,3047,11,4338
3161,18/06/20,8:00 AM,Puducherry,0,0,109,7,245
3162,18/06/20,8:00 AM,Punjab,0,0,2538,78,3497
3163,18/06/20,8:00 AM,Rajasthan,0,0,10467,313,13542
3164,18/06/20,8:00 AM,Sikkim,0,0,4,0,70
3165,18/06/20,8:00 AM,Tamil Nadu,0,0,27624,576,50193
3166,18/06/20,8:00 AM,Telangana,0,0,3071,192,5675
3167,18/06/20,8:00 AM,Tripura,0,0,556,1,1135
3168,18/06/20,8:00 AM,Uttarakhand,0,0,1254,26,2023
3169,18/06/20,8:00 AM,Uttar Pradesh,0,0,8904,435,14598
3170,18/06/20,8:00 AM,West Bengal,0,0,6533,506,12300
3171,18/06/20,8:00 AM,Cases being reassigned to states,0,0,0,0,8703
3172,19/06/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,44
3173,19/06/20,8:00 AM,Andhra Pradesh,0,0,3789,92,7518
3174,19/06/20,8:00 AM,Arunachal Pradesh,0,0,10,0,103
3175,19/06/20,8:00 AM,Assam,0,0,2654,9,4777
3176,19/06/20,8:00 AM,Bihar,0,0,5056,44,7025
3177,19/06/20,8:00 AM,Chandigarh,0,0,306,6,374
3178,19/06/20,8:00 AM,Chhattisgarh,0,0,1228,10,1946
3179,19/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,0,0,13,0,58
3180,19/06/20,8:00 AM,Delhi,0,0,21341,1969,49979
3181,19/06/20,8:00 AM,Goa,0,0,109,0,705
3182,19/06/20,8:00 AM,Gujarat,0,0,17819,1591,25601
3183,19/06/20,8:00 AM,Haryana,0,0,4556,134,9218
3184,19/06/20,8:00 AM,Himachal Pradesh,0,0,382,8,595
3185,19/06/20,8:00 AM,Jammu and Kashmir,0,0,3144,71,5555
3186,19/06/20,8:00 AM,Jharkhand,0,0,1198,11,1920
3187,19/06/20,8:00 AM,Karnataka,0,0,4983,114,7944
3188,19/06/20,8:00 AM,Kerala,0,0,1415,21,2794
3189,19/06/20,8:00 AM,Ladakh,0,0,95,1,687
3190,19/06/20,8:00 AM,Madhya Pradesh,0,0,8632,486,11426
3191,19/06/20,8:00 AM,Maharashtra,0,0,60838,5751,120504
3192,19/06/20,8:00 AM,Manipur,0,0,199,0,606
3193,19/06/20,8:00 AM,Meghalaya,0,0,30,1,44
3194,19/06/20,8:00 AM,Mizoram,0,0,1,0,130
3195,19/06/20,8:00 AM,Nagaland,0,0,103,0,193
3196,19/06/20,8:00 AM,Odisha,0,0,3144,11,4512
3197,19/06/20,8:00 AM,Puducherry,0,0,109,7,271
3198,19/06/20,8:00 AM,Punjab,0,0,2570,83,3615
3199,19/06/20,8:00 AM,Rajasthan,0,0,10742,323,13857
3200,19/06/20,8:00 AM,Sikkim,0,0,5,0,70
3201,19/06/20,8:00 AM,Tamil Nadu,0,0,28641,625,52334
3202,19/06/20,8:00 AM,Telangana,0,0,3301,195,6027
3203,19/06/20,8:00 AM,Tripura,0,0,639,1,1155
3204,19/06/20,8:00 AM,Uttarakhand,0,0,1386,26,2102
3205,19/06/20,8:00 AM,Uttar Pradesh,0,0,9239,465,15181
3206,19/06/20,8:00 AM,West Bengal,0,0,7001,518,12735
3207,19/06/20,8:00 AM,Cases being reassigned to states,0,0,0,0,8927
3208,20/06/20,8:00 AM,Andaman and Nicobar Islands,0,0,35,0,45
3209,20/06/20,8:00 AM,Andhra Pradesh,0,0,3917,96,7961
3210,20/06/20,8:00 AM,Arunachal Pradesh,0,0,11,0,103
3211,20/06/20,8:00 AM,Assam,0,0,3039,9,4904
3212,20/06/20,8:00 AM,Bihar,0,0,5098,50,7181
3213,20/06/20,8:00 AM,Chandigarh,0,0,315,6,381
3214,20/06/20,8:00 AM,Chhattisgarh,0,0,1331,10,2028
3215,20/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,0,0,14,0,62
3216,20/06/20,8:00 AM,Delhi,0,0,23569,2035,53116
3217,20/06/20,8:00 AM,Goa,0,0,118,0,725
3218,20/06/20,8:00 AM,Gujarat,0,0,18159,1618,26141
3219,20/06/20,8:00 AM,Haryana,0,0,4889,144,9743
3220,20/06/20,8:00 AM,Himachal Pradesh,0,0,388,8,619
3221,20/06/20,8:00 AM,Jammu and Kashmir,0,0,3194,75,5680
3222,20/06/20,8:00 AM,Jharkhand,0,0,1332,11,1965
3223,20/06/20,8:00 AM,Karnataka,0,0,5210,124,8281
3224,20/06/20,8:00 AM,Kerala,0,0,1511,21,2912
3225,20/06/20,8:00 AM,Ladakh,0,0,95,1,744
3226,20/06/20,8:00 AM,Madhya Pradesh,0,0,8748,495,11582
3227,20/06/20,8:00 AM,Maharashtra,0,0,62773,5893,124331
3228,20/06/20,8:00 AM,Manipur,0,0,218,0,681
3229,20/06/20,8:00 AM,Meghalaya,0,0,33,1,44
3230,20/06/20,8:00 AM,Mizoram,0,0,1,0,130
3231,20/06/20,8:00 AM,Nagaland,0,0,125,0,198
3232,20/06/20,8:00 AM,Odisha,0,0,3297,11,4677
3233,20/06/20,8:00 AM,Puducherry,0,0,118,7,286
3234,20/06/20,8:00 AM,Punjab,0,0,2636,92,3832
3235,20/06/20,8:00 AM,Rajasthan,0,0,10997,333,14156
3236,20/06/20,8:00 AM,Sikkim,0,0,5,0,70
3237,20/06/20,8:00 AM,Tamil Nadu,0,0,30271,666,54449
3238,20/06/20,8:00 AM,Telangana,0,0,3353,198,6526
3239,20/06/20,8:00 AM,Tripura,0,0,657,1,1178
3240,20/06/20,8:00 AM,Uttarakhand,0,0,1433,26,2177
3241,20/06/20,8:00 AM,Uttar Pradesh,0,0,9638,488,15785
3242,20/06/20,8:00 AM,West Bengal,0,0,7303,529,13090
3243,20/06/20,8:00 AM,Cases being reassigned to states,0,0,0,0,9265
3244,21/06/20,8:00 AM,Andaman and Nicobar Islands,0,0,36,0,47
3245,21/06/20,8:00 AM,Andhra Pradesh,0,0,4111,101,8452
3246,21/06/20,8:00 AM,Arunachal Pradesh,0,0,14,0,135
3247,21/06/20,8:00 AM,Assam,0,0,3039,9,4904
3248,21/06/20,8:00 AM,Bihar,0,0,5529,52,7533
3249,21/06/20,8:00 AM,Chandigarh,0,0,316,6,404
3250,21/06/20,8:00 AM,Chhattisgarh,0,0,1394,11,2041
3251,21/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,0,0,26,0,68
3252,21/06/20,8:00 AM,Delhi,0,0,31294,2112,56746
3253,21/06/20,8:00 AM,Goa,0,0,129,0,754
3254,21/06/20,8:00 AM,Gujarat,0,0,18694,1638,26680
3255,21/06/20,8:00 AM,Haryana,0,0,5128,149,10223
3256,21/06/20,8:00 AM,Himachal Pradesh,0,0,413,8,656
3257,21/06/20,8:00 AM,Jammu and Kashmir,0,0,3336,81,5834
3258,21/06/20,8:00 AM,Jharkhand,0,0,1335,11,1965
3259,21/06/20,8:00 AM,Karnataka,0,0,5391,132,8697
3260,21/06/20,8:00 AM,Kerala,0,0,1568,21,3039
3261,21/06/20,8:00 AM,Ladakh,0,0,117,1,836
3262,21/06/20,8:00 AM,Madhya Pradesh,0,0,8880,501,11724
3263,21/06/20,8:00 AM,Maharashtra,0,0,64153,5984,128205
3264,21/06/20,8:00 AM,Manipur,0,0,232,0,777
3265,21/06/20,8:00 AM,Meghalaya,0,0,33,1,44
3266,21/06/20,8:00 AM,Mizoram,0,0,9,0,140
3267,21/06/20,8:00 AM,Nagaland,0,0,138,0,201
3268,21/06/20,8:00 AM,Odisha,0,0,3534,12,4856
3269,21/06/20,8:00 AM,Puducherry,0,0,118,7,286
3270,21/06/20,8:00 AM,Punjab,0,0,2678,98,3952
3271,21/06/20,8:00 AM,Rajasthan,0,0,11274,337,14536
3272,21/06/20,8:00 AM,Sikkim,0,0,25,0,70
3273,21/06/20,8:00 AM,Tamil Nadu,0,0,31316,704,56845
3274,21/06/20,8:00 AM,Telangana,0,0,3506,203,7072
3275,21/06/20,8:00 AM,Tripura,0,0,680,1,1186
3276,21/06/20,8:00 AM,Uttarakhand,0,0,1450,27,2301
3277,21/06/20,8:00 AM,Uttar Pradesh,0,0,9995,507,16594
3278,21/06/20,8:00 AM,West Bengal,0,0,7865,540,13531
3279,21/06/20,8:00 AM,Cases being reassigned to states,0,0,0,0,9127
3280,22/06/20,8:00 AM,Andaman and Nicobar Islands,0,0,37,0,48
3281,22/06/20,8:00 AM,Andhra Pradesh,0,0,4331,106,8999
3282,22/06/20,8:00 AM,Arunachal Pradesh,0,0,15,0,135
3283,22/06/20,8:00 AM,Assam,0,0,3360,9,5388
3284,22/06/20,8:00 AM,Bihar,0,0,5580,53,7612
3285,22/06/20,8:00 AM,Chandigarh,0,0,316,6,406
3286,22/06/20,8:00 AM,Chhattisgarh,0,0,1447,11,2275
3287,22/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,0,0,26,0,88
3288,22/06/20,8:00 AM,Delhi,0,0,33013,2175,59746
3289,22/06/20,8:00 AM,Goa,0,0,129,0,754
3290,22/06/20,8:00 AM,Gujarat,0,0,19349,1663,27260
3291,22/06/20,8:00 AM,Haryana,0,0,5557,160,10635
3292,22/06/20,8:00 AM,Himachal Pradesh,0,0,425,8,673
3293,22/06/20,8:00 AM,Jammu and Kashmir,0,0,3382,82,5956
3294,22/06/20,8:00 AM,Jharkhand,0,0,1406,11,2073
3295,22/06/20,8:00 AM,Karnataka,0,0,5618,137,9150
3296,22/06/20,8:00 AM,Kerala,0,0,1661,21,3172
3297,22/06/20,8:00 AM,Ladakh,0,0,134,1,837
3298,22/06/20,8:00 AM,Madhya Pradesh,0,0,9015,515,11903
3299,22/06/20,8:00 AM,Maharashtra,0,0,65744,6170,132075
3300,22/06/20,8:00 AM,Manipur,0,0,250,0,841
3301,22/06/20,8:00 AM,Meghalaya,0,0,33,1,44
3302,22/06/20,8:00 AM,Mizoram,0,0,9,0,141
3303,22/06/20,8:00 AM,Nagaland,0,0,141,0,211
3304,22/06/20,8:00 AM,Odisha,0,0,3720,14,5160
3305,22/06/20,8:00 AM,Puducherry,0,0,140,8,366
3306,22/06/20,8:00 AM,Punjab,0,0,2700,99,4074
3307,22/06/20,8:00 AM,Rajasthan,0,0,11597,349,14930
3308,22/06/20,8:00 AM,Sikkim,0,0,25,0,78
3309,22/06/20,8:00 AM,Tamil Nadu,0,0,32754,757,59377
3310,22/06/20,8:00 AM,Telangana,0,0,3731,210,7802
3311,22/06/20,8:00 AM,Tripura,0,0,759,1,1221
3312,22/06/20,8:00 AM,Uttarakhand,0,0,1500,27,2344
3313,22/06/20,8:00 AM,Uttar Pradesh,0,0,10995,550,17731
3314,22/06/20,8:00 AM,West Bengal,0,0,8297,555,13945
3315,22/06/20,8:00 AM,Cases being reassigned to states,0,0,0,0,7832
3316,23/06/20,8:00 AM,Andaman and Nicobar Islands,0,0,37,0,48
3317,23/06/20,8:00 AM,Andhra Pradesh,0,0,4495,111,9372
3318,23/06/20,8:00 AM,Arunachal Pradesh,0,0,21,0,139
3319,23/06/20,8:00 AM,Assam,0,0,3521,9,5586
3320,23/06/20,8:00 AM,Bihar,0,0,5781,55,7825
3321,23/06/20,8:00 AM,Chandigarh,0,0,322,6,411
3322,23/06/20,8:00 AM,Chhattisgarh,0,0,1513,12,2303
3323,23/06/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,0,0,27,0,91
3324,23/06/20,8:00 AM,Delhi,0,0,36602,2233,62655
3325,23/06/20,8:00 AM,Goa,0,0,152,1,864
3326,23/06/20,8:00 AM,Gujarat,0,0,19909,1684,27825
3327,23/06/20,8:00 AM,Haryana,0,0,5916,169,11025
3328,23/06/20,8:00 AM,Himachal Pradesh,0,0,437,8,727
3329,23/06/20,8:00 AM,Jammu and Kashmir,0,0,3531,85,6088
3330,23/06/20,8:00 AM,Jharkhand,0,0,1469,11,2137
3331,23/06/20,8:00 AM,Karnataka,0,0,5730,142,9399
3332,23/06/20,8:00 AM,Kerala,0,0,1749,21,3310
3333,23/06/20,8:00 AM,Ladakh,0,0,136,1,847
3334,23/06/20,8:00 AM,Madhya Pradesh,0,0,9215,521,12078
3335,23/06/20,8:00 AM,Maharashtra,0,0,67706,6283,135796
3336,23/06/20,8:00 AM,Manipur,0,0,250,0,898
3337,23/06/20,8:00 AM,Meghalaya,0,0,37,1,44
